,book_id,author_id
22515,8596181,4123171
22522,41562587,18332475
22530,18110734,7144849
6,34804503,4833990
7,5981308,7956
8,266600,155651
21,19462578,1217905
40,21880559,359194
43,23202149,6519692
45,21965631,6862646
47,20822778,3152411
51,42181544,7302303
54,42432382,5893561
57,21840816,8119001
60,20803627,268722
62,18809288,5209619
70,34969217,3080608
73,18698511,6421828
74,20624305,5073330
112,888628,9226
169,15732569,499602
180,35534230,4951964
201,15817399,6466369
202,12930909,5288442
204,13146312,767547
211,11413298,4336590
271,26797462,5303332
321,6890220,3084517
372,40669604,48397
463,15814564,4143266
483,40693899,4665585
567,25224458,7477505
568,25321022,7940084
579,9783478,11078
622,6850588,3071494
680,5196764,815
718,20737487,7759811
722,25573737,6950682
723,27570367,4785031
736,21403041,6983012
738,25964108,6556689
742,25671827,6476625
744,227463,5735
779,865,566
872,21996,5869
944,8146619,3083854
971,15891600,5447785
975,18899392,1530940
979,34857112,5038699
985,15830521,6470511
991,13622702,4889188
992,13574184,5298677
1011,15771912,5816255
1023,22769093,5295294
1052,21388102,8077080
1059,24391372,6451574
1060,16173250,6588802
1062,32786586,7091425
1063,31408305,7349685
1073,20759498,6423161
1076,21957948,8159417
1091,18343196,7315430
1093,22573508,7150198
1103,19091420,4879423
1110,25041079,7127521
1117,17876047,239128
1128,18615935,6553058
1131,26028873,13705141
1135,17800107,6571986
1191,25185716,541293
1278,39122774,16642745
1285,29774026,5830526
1286,37693552,16022936
1290,36430989,17243035
1292,35068618,15049422
1307,40658063,13776517
1317,33107825,6453465
1348,9752790,16304
1349,18167468,65137
1351,16280678,4414255
1421,234225,58
1485,24367985,7122060
1506,43339,99044
1593,9267490,4340281
1599,15838978,6473923
1612,6703198,1463436
1614,36430174,2936539
1633,32992663,5622888
1660,17149396,5145808
1661,12568641,5188888
1674,9542582,4416438
1676,11706625,3100203
1678,9396162,3111339
1679,11455096,3429117
1694,34453559,2856948
1695,41153917,5214793
1700,16057629,6446604
1701,15739921,2704714
1702,22091449,5130089
1736,13642710,160069
1770,7912474,2274221
1773,40552499,3387285
1788,30375703,1312879
1829,13248590,3393956
1847,25431515,5042085
1855,13818476,4400967
1856,29791489,4435742
1865,16132957,5095502
1866,13486922,1958588
1868,15851037,5157126
1875,25943218,5423648
1899,6598207,99642
1902,6516627,2949594
1903,33597058,2900815
1904,6508352,2946462
1914,10914560,4750309
2024,40961608,40820
2040,331701,12733
2063,360259,23890
2125,36411984,5356562
2127,17182009,6868719
2129,16176153,5761611
2156,21611238,4415109
2157,11152377,4774430
2161,16280546,6644323
2180,41149478,7047233
2210,23388781,7162002
2211,18759474,6565686
2213,20801572,6857154
2229,13153802,5131118
2246,17573685,21798
2331,25746298,10788120
2339,13077293,5338829
2343,7798911,4052252
2345,12846930,5240334
2347,18901156,7264719
2360,5058029,2599416
2364,128495,73789
2369,12884001,5276341
2398,40940631,1238
2416,35721194,16817128
2486,6275416,8355
2498,23483685,4842750
2501,4052982,28375
2509,235111,137386
2519,227904,133364
2523,170293,25477
2537,16131208,247709
2546,39978663,7133062
2553,25005951,6980189
2557,35269145,7222748
2560,33141074,6547659
2561,18042401,7123141
2562,17844769,7256452
2566,17208961,6878970
2584,34352236,5138153
2606,6718719,2310121
2609,216215,52050
2615,18518321,7054725
2616,13425135,1029223
2618,26099342,4533371
2619,13265572,5294594
2629,1920307,121072
2650,30333490,7183346
2653,26311787,7276454
2663,33141074,6547659
2670,20886320,7792274
2671,7171095,1861991
2672,17562207,4529674
2676,31315123,4496779
2687,30164950,7047863
2701,30842,17287
2707,17238419,4318269
2721,25135715,8306428
2725,25168121,7122060
2727,31847592,6550220
2728,21469952,7335383
2735,7022166,225455
2748,7247856,4611069
2751,6681614,1330287
2759,6508352,2946462
2821,17166774,4601855
2885,325636,6207
2890,847581,274222
3028,11486,7380
3035,85863,49111
3044,50848,205
3045,25320,10517
3075,898232,4845
3103,1853145,16204
3124,5046846,2093047
3155,234225,58
3209,18404166,14469
3217,23161030,7182576
3236,18007535,29471
3239,41017660,1074866
3243,20892558,80212
3252,18404135,148847
3273,18209338,39621
3278,18079806,24655
3282,25185716,541293
3286,16087857,20983
3295,27750302,4340854
3309,34453559,2856948
3310,19033968,7045140
3314,36389181,14808492
3317,35810539,7391945
3332,15739921,2704714
3357,8590082,3379695
3358,9396162,3111339
3363,9542582,4416438
3371,11886526,135786
3377,12971678,286059
3379,28599556,2958515
3386,11455096,3429117
3478,13707714,36857
3481,162,90
3483,19660,3539
3506,16132957,5095502
3507,22537667,7087082
3520,11950185,4904383
3526,11306989,3519233
3528,20599367,4824985
3529,13486922,1958588
3541,26059449,13612458
3544,12591896,4325564
3552,34857112,5038699
3559,25914930,13921633
3567,36064504,13748096
3579,23842764,6926810
3584,22103725,8206823
3586,25746298,10788120
3588,18398627,7244154
3593,21853719,8123144
3605,24721702,8054196
3611,24340711,12089485
3635,27391037,4419823
3649,17726481,6438033
3662,40983373,5280531
3668,29600119,682431
3669,11966330,5020443
3679,17830255,6573131
3687,17162089,4619475
3713,865,566
3740,18615935,6553058
3856,13233594,159430
3857,11797364,4971182
3881,451515,99882
3888,2566077,49028
3949,12646013,4889188
3952,5972643,2737333
3961,15734953,5756901
3962,25431515,5042085
3966,40658063,13776517
3967,13248590,3393956
3968,8122052,3512625
3970,9267490,4340281
3979,29791489,4435742
3988,16119691,6564741
4063,16057629,6446604
4081,17333269,5049521
4125,26797462,5303332
4132,23197269,1858
4175,227463,5735
4195,13542846,6587
4206,13553254,5767871
4211,3521484,1487748
4220,8701091,256775
4231,11478365,4074044
4237,9918133,4814317
4247,11868241,4992618
4276,9542311,7956
4293,41021145,2121
4336,17878747,7074856
4339,40660459,4836172
4345,18759474,6565686
4347,28961690,7753662
4349,33861739,6580347
4351,20625686,7539785
4352,21857294,6518370
4377,25108347,7692079
4379,16106409,6563368
4380,30991362,7277744
4383,19207601,2884305
4384,31309440,13549895
4386,23275670,8312760
4389,18333441,5298385
4390,17731347,1395810
4391,18628672,22370
4395,19369395,4968129
4396,29539518,6521131
4423,888628,9226
4443,6890220,3084517
4452,663098,9018
4539,30556459,71644
4561,3609996,6226401
4575,6516627,2949594
4581,6620466,2987888
4588,33597058,2900815
4592,6703198,1463436
4594,36430174,2936539
4602,30090925,4669556
4612,32960684,5752457
4640,23229220,6216688
4669,5437008,76342
4671,5532725,67123
4679,21956914,7232339
4680,29483226,10405165
4684,247962,98688
4705,38735413,8300313
4709,18643872,7201181
4712,18518321,7054725
4717,35355104,1808111
4723,18719485,6877480
4726,22022826,6892195
4753,43339,99044
4786,13504857,5046440
4795,39082727,4094557
4800,10843396,2943699
4801,11787536,3163910
4802,33107825,6453465
4803,12401507,4576191
4805,10574690,4574107
4819,18667909,4953639
4828,22444090,8298036
4833,15818025,5241459
4838,31408305,7349685
4847,32786586,7091425
4849,18134013,4649677
4866,25367434,2711612
4868,26469480,6572080
4883,23704043,8029282
4884,13348320,5421861
4911,11716321,2951405
4914,30917800,7866768
4921,52263,29500
4948,17573685,21798
4984,25224458,7477505
5011,28260402,5830526
5012,34964865,13695109
5018,24951744,7022586
5026,7724842,682045
5027,18775467,5823495
5030,6739080,117582
5033,13644247,5575284
5051,673023,4005
5053,19277831,7372898
5062,25937671,14172374
5066,25814284,14199891
5086,26499472,5375385
5090,7864587,24009
5150,44757,25092
5173,19091420,4879423
5202,25632540,3001574
5211,40693899,4665585
5215,11011545,3081700
5216,9930875,4515355
5231,11788433,3161921
5235,13060734,888893
5237,10914560,4750309
5258,20725166,7390292
5259,18524000,5823355
5260,18500128,6995972
5262,18525821,7279470
5263,20740201,6541926
5277,1347446,261393
5280,16032127,42775
5285,547334,103307
5298,3430848,746687
5328,18166986,8154
5345,23062288,6198966
5346,18509605,752898
5356,19083232,153738
5412,15802983,2776754
5430,16199630,7078175
5432,23492288,202260
5442,24516182,7127317
5448,11940384,5012636
5449,18209468,7177796
5458,3516986,335382
5462,191548,99042
5463,6192480,2741576
5487,349076,200277
5491,8769628,17421
5534,13257637,15987
5569,41011660,18256750
5576,41557320,12120359
5577,40697432,16904020
5578,34402826,14787783
5583,40795842,16282216
5635,23014868,18062
5655,60814,175196
5680,15850119,5763676
5718,23935117,4808225
5801,40961608,40820
5802,40718726,2497
5813,21996,5869
5819,816748,82603
5834,15845069,6592596
5837,27867529,5331802
5845,15796,3501
5884,18010355,7116446
5888,9498875,97389
5896,18339254,5821849
5901,23016011,8014891
5904,17974456,4877034
5905,34267484,2759175
5907,18393683,6585459
5913,18815522,6761816
5924,9850375,7963
5940,41719759,15289816
5946,41146385,14543027
5952,39836158,17166029
5956,40949410,13563235
5963,20810301,7212647
5965,20842432,7103413
5968,30337935,7060506
5970,23265671,7160746
5976,13541871,5774905
5993,16282078,6579646
5994,13610402,5820784
6006,17299264,5418337
6007,13265540,4439177
6027,37785963,3295197
6031,37460111,5826888
6035,40682120,16304661
6036,36130400,7792877
6071,34654953,16604778
6074,9462774,222429
6078,19486412,322069
6079,11888689,4760235
6082,20698847,895117
6092,25668535,6444153
6101,16488672,6704768
6106,17832339,4188120
6108,11486,7380
6119,13182274,5374297
6125,11814613,3988619
6142,40552499,3387285
6143,28493287,14018535
6212,20558124,5780445
6215,33384139,7219081
6216,15761615,6446220
6248,43604696,5044405
6249,13486922,1958588
6255,865,566
6258,8146619,3083854
6273,22017663,7108778
6302,13599579,4717601
6326,15764736,179153
6366,13348320,5421861
6367,75494,42912
6376,17575351,6896219
6378,11950185,4904383
6385,13265293,60478
6389,15851037,5157126
6409,12396846,4947651
6416,17205213,6877480
6447,33107825,6453465
6449,24943556,4340243
6457,119239,44407
6483,9747943,4473599
6490,11274084,4788613
6509,65349,14002590
6533,234225,58
6558,16148491,5188888
6604,5307483,76405
6642,15814564,4143266
6663,20623209,7790815
6666,2874897,1246629
6690,8701091,256775
6712,25943219,5423648
6723,42403283,5785925
6741,18615935,6553058
6743,15802883,6459723
6744,5437008,76342
6761,30166123,7047863
6776,39122774,16642745
6800,38244358,2860219
6818,36430989,17243035
6833,23906007,4706998
6843,21032488,108424
6859,26248368,5131072
6879,35534215,4951964
6882,5082951,177047
6891,18518321,7054725
6899,26405983,5183602
6909,11430898,2906892
6927,18588591,1138074
6928,22044340,2766097
6936,23506169,6443929
6941,18137948,7153244
6948,34453559,2856948
6955,22091372,5130089
6963,11459153,4877863
6973,20707753,7265801
6977,20961131,5373159
6981,25168121,7122060
6987,41154448,5214793
6994,36389181,14808492
7008,40693899,4665585
7018,18916280,5339130
7026,23229220,6216688
7037,21538964,6153571
7039,20527595,6889132
7047,43569339,14006736
7071,13707714,36857
7072,36553295,6549592
7073,33290344,16068722
7080,25397993,8077668
7083,15753426,6442717
7105,888628,9226
7110,17449946,6966605
7113,43722,12772
7116,25020808,6585212
7121,31847592,6550220
7132,31321799,4496779
7163,25367434,2711612
7173,25224458,7477505
7247,998133,52832
7261,24587641,3413928
7306,21996,5869
7312,18044109,6563931
7320,17801958,3152411
7327,23963387,7020231
7328,17853573,3173295
7343,19286545,16143
7352,25454650,6936449
7359,17160816,5139410
7376,897717,175282
7380,18073891,6421828
7423,7912474,2274221
7430,40660459,4836172
7432,40658063,13776517
7433,227463,5735
7479,13628855,5371025
7483,13568249,5786451
7489,20883154,7734428
7511,18775327,7382113
7537,30315702,5997227
7550,5981308,7956
7556,42849258,7164384
7565,40211080,6950682
7570,41722478,8184875
7577,42831946,1563721
7579,8877100,49028
7586,40045986,7539785
7590,9564239,2918916
7598,33150474,1366050
7605,13186809,5029054
7616,36115268,4824952
7640,835123,130346
7666,12779251,4556168
7674,799268,68758
7677,25914930,13921633
7708,28599556,2958515
7720,34115450,6893644
7733,81130,18684
7736,12964268,5298677
7738,1130878,130347
7751,1603923,3510823
7753,17341528,6451162
7765,21957184,6542627
7803,16031312,1365301
7804,9918133,4814317
7821,40495231,17117605
7823,18882076,5173683
7839,12207595,4789886
7843,12605502,4734981
7855,41742052,14168280
7875,41557322,12120359
7882,6423044,607236
7921,64732,16024
7956,85863,49111
7964,304761,48960
7975,40541901,7095467
7979,33148832,7415085
7980,25632540,3001574
7982,6239010,277202
7987,191296,21981
7998,43557045,14787783
8006,23492593,13531458
8016,470535,33408
8026,10637301,125253
8028,17997560,6567678
8032,23288809,6980189
8047,6850588,3071494
8063,11787536,3163910
8064,3521484,1487748
8104,8262408,3462951
8122,17405850,6654493
8180,250838,87979
8195,41021227,43825
8232,25904478,7190965
8247,7206043,3191546
8286,16116922,6567432
8288,34857112,5038699
8293,24241524,7753662
8309,22769093,5295294
8350,19462578,1217905
8360,15771912,5816255
8364,21965631,6862646
8369,42181544,7302303
8371,42432382,5893561
8373,21840816,8119001
8376,34969217,3080608
8386,19091420,4879423
8392,25041079,7127521
8396,17876047,239128
8408,17800107,6571986
8410,21388102,8077080
8415,16173250,6588802
8419,20759498,6423161
8425,13508415,835348
8435,9504209,919801
8438,6936365,3101309
8443,8320987,4044314
8482,6768407,3043141
8514,11478365,4074044
8531,6963749,3111339
8546,16282078,6579646
8561,6372680,140848
8571,8857,1657638
8574,12930909,5288442
8582,24951744,7022586
8621,21938812,456016
8675,39678923,17892034
8682,37693552,16022936
8684,35068618,15049422
8705,40718726,2497
8716,40605956,346745
8724,25135715,8306428
8729,27750302,4340854
8734,6227419,1861991
8741,25431515,5042085
8747,15728577,6433278
8750,12931061,5288487
8761,18667909,4953639
8765,19279000,5139182
8797,30337935,7060506
8811,344623,107170
8815,25850401,7303535
8870,17385388,6535756
8872,5577995,2471183
8875,16159047,6468535
8878,30308111,6423449
8882,13248590,3393956
8889,12451711,866822
8890,35012142,5458477
8891,13570162,5047249
8897,35711572,5368048
8899,38484320,4862274
8902,13504250,5272736
8911,36130400,7792877
8921,28932275,9756539
8926,18394877,7246581
8935,12549766,5170071
8936,23492288,202260
8952,27208482,1058268
8976,31845516,4175328
8986,24902492,6575052
8998,34267285,138825
9012,17878747,7074856
9051,32191748,6879446
9058,7504833,1166852
9083,13553254,5767871
9142,19547848,5351847
9147,22749994,2929
9158,7549922,3301538
9168,18589660,6456709
9169,17182172,4876604
9180,24529013,8570972
9218,33808,1238
9286,41021145,2121
9305,9485409,2858606
9310,28055672,7239827
9311,5986637,42540
9315,12846930,5240334
9317,614718,33876
9319,18808593,7212788
9344,435415,43835
9361,16132957,5095502
9372,26959446,6552299
9387,7247856,4611069
9403,25191279,6517376
9413,6516627,2949594
9422,6620466,2987888
9429,41580341,48965
9442,33597058,2900815
9450,6508352,2946462
9452,36430174,2936539
9469,40961608,40820
9478,23236743,849723
9513,12692122,894765
9519,19286535,7513629
9524,18332925,1164105
9534,18769257,4439177
9574,20725151,899999
9591,2641307,29184
9594,18667800,3165674
9595,26469480,6572080
9596,281215,28509
9642,23842764,6926810
9648,34534532,4524507
9657,12973788,5301911
9660,17926842,6550683
9662,16280546,6644323
9686,1853145,16204
9690,11335838,3013593
9691,9362495,3023964
9695,7379685,2977293
9696,1475239,353686
9700,2890682,1252319
9701,9953281,4520226
9708,24040154,1141422
9720,22915167,6521131
9722,22313947,7053742
9732,18715353,7361601
9763,22704715,7266555
9765,35187203,11783
9779,32705261,6886702
9789,43156569,3015727
9811,24905116,5251202
9819,9850375,7963
9841,24733803,2898479
9859,297165,295231
9863,54576,63475
9876,25283891,7054485
9880,20810301,7212647
9885,30917800,7866768
9886,360259,23890
9895,34377725,7212411
9897,18042401,7123141
9904,16182366,6592273
9972,12101419,3397290
9978,7372975,3321132
9981,15818025,5241459
9986,11105153,4790114
9991,9267490,4340281
9993,18335743,1731657
10001,18687861,4619822
10007,22465510,7824085
10016,326280,3367032
10036,10574690,4574107
10041,10584978,4429773
10054,39082727,4094557
10057,21611238,4415109
10068,14469,8993
10076,878136,18791
10090,19253221,4362934
10094,23303963,5826888
10107,18141075,3023842
10116,17668962,5356562
10148,13459010,4744566
10149,39861398,2387
10164,42435152,14355329
10175,8769628,17421
10176,575211,277189
10182,126742,72819
10186,7546,5110
10192,7348523,3241692
10215,23304855,7376084
10224,31188156,6406273
10229,32801711,6553256
10248,22552579,9878015
10294,12355856,4582507
10296,37664469,6451816
10304,10944842,767317
10321,11105153,4790114
10326,22573508,7150198
10337,20759498,6423161
10345,10914560,4750309
10365,10224627,4582548
10366,31315123,4496779
10371,17838475,2755160
10381,33107825,6453465
10382,18518321,7054725
10384,9930875,4515355
10391,7766070,3387296
10407,34613163,3301538
10409,17386062,6644044
10426,16057629,6446604
10445,7092429,3151111
10450,19535998,6915131
10458,15818025,5241459
10474,9790115,101287
10480,9796445,7625163
10486,17451094,6860779
10492,37814102,13658254
10499,6605726,33227
10502,13571899,5181752
10503,9737753,2776786
10516,32786586,7091425
10529,36457735,1857564
10530,11468074,4880398
10535,18615935,6553058
10554,15719338,16155
10564,28599556,2958515
10566,25135802,8306428
10589,23989100,5752457
10610,15954434,5828129
10630,22305657,1635425
10641,36353058,164576
10695,40210548,1508588
10699,10637723,56880
10720,25454650,6936449
10740,18108903,6521173
10756,40729683,6644836
10763,15852259,2909019
10764,16045520,5990515
10776,18478539,901057
10793,15808380,6462453
10815,34453559,2856948
10825,15753550,241301
10828,7202825,3190428
10842,15792316,5027236
10848,22022826,6892195
10851,33150474,1366050
10863,12568641,5188888
10903,23298686,8648059
10926,17208048,2002988
10934,8549518,10521
10941,20384954,6980149
10962,33895090,6536595
10973,25943219,5423648
11007,34377725,7212411
11008,15712167,4062676
11014,31847614,6550220
11025,9542582,4416438
11054,20886320,7792274
11055,31178025,5769238
11056,41075318,7202946
11065,15808829,35023
11067,10110318,8214
11069,15710593,1975671
11072,13186809,5029054
11080,39808517,4838933
11087,16173250,6588802
11103,25168121,7122060
11109,17251354,6893188
11173,20625686,7539785
11204,15728577,6433278
11221,17720829,7029937
11228,13594842,5049521
11252,11486,7380
11264,816720,566
11283,17080000,5160667
11289,25570188,7850247
11292,25935094,7520492
11293,23491607,8425041
11302,17912980,24978
11310,23704043,8029282
11315,35217390,3173295
11321,30991294,7277744
11327,42432382,5893561
11330,7715163,13635
11331,18809288,5209619
11336,23460958,17152
11354,22609306,4088550
11358,23229220,6216688
11381,39404400,8260548
11400,26314777,14192453
11410,29539518,6521131
11413,30166123,7047863
11415,21533138,6519692
11419,247373,42211
11443,30242566,13549895
11445,234225,58
11451,25020808,6585212
11466,20700010,4595087
11468,614718,33876
11474,19462578,1217905
11497,36462258,6896405
11503,29407909,8343145
11504,18664803,3240453
11513,34969217,3080608
11549,18857516,7142872
11561,23275670,8312760
11567,23848027,25376
11596,23197269,1858
11642,1040935,17597
11718,20821159,9226
11748,378724,215710
11786,13642710,160069
11803,41070,23113
11808,40448,16496
11815,19286669,93345
11891,20587888,133217
11901,94336,54208
11906,645180,71155
11957,8590082,3379695
11964,13542924,5775596
11997,31188156,6406273
11999,12930909,5288442
12059,12645010,5251266
12065,23215488,6459705
12081,36497618,17277776
12140,16132957,5095502
12152,13445017,2771724
12161,19760106,1102395
12168,10352973,4615776
12183,11687869,4939125
12188,41021665,10917
12190,23590496,36615
12199,19486412,322069
12227,15771912,5816255
12228,36510008,9699494
12237,23899174,12942
12266,40603982,12577
12289,40611069,6538289
12293,12331596,61173
12296,5981308,7956
12315,25867615,1530940
12344,38353681,13800950
12348,11455096,3429117
12397,13146312,767547
12406,29068281,3046553
12439,15770927,80212
12466,13109207,6779
12484,28628609,470018
12547,12384157,5052587
12548,29554877,27397
12549,380292,157708
12556,16076372,5051193
12558,27391037,4419823
12593,41580312,14525
12594,15751752,3329076
12595,17455585,4476934
12608,23003028,5116245
12628,35086540,17521786
12643,40383078,60281
12662,35481822,14831545
12696,22372402,5192439
12699,8500417,2974095
12701,25170253,6880615
12718,10470359,4648669
12721,30321234,95409
12722,17994785,7088116
12753,15804044,1530940
12755,12884001,5276341
12761,1477625,160567
12802,23229220,6216688
12810,18621380,6905688
12839,28055672,7239827
12864,13423265,4416438
12893,11274084,4788613
12898,28665607,13857001
12911,13504857,5046440
12938,35534230,4951964
12950,15700583,3100202
13027,18929854,18062
13054,37943061,6912759
13077,865,566
13083,11787536,3163910
13084,10818181,1996867
13096,11700785,3449368
13107,7766070,3387296
13132,14114189,4372391
13139,701773,2905018
13142,32337657,7742330
13161,15802375,5042181
13162,17350820,58306
13166,15869682,4983116
13170,15835514,5448455
13171,15813929,4979194
13193,40718726,2497
13194,15760484,163681
13200,15802385,3159984
13225,41011660,18256750
13229,17384592,97710
13258,15730069,34227
13287,30092271,8300313
13301,21420156,4192988
13305,20700340,7730599
13335,17675894,165519
13343,15726478,118456
13367,18597016,3297510
13397,15726515,2799806
13413,40697432,16904020
13429,16164030,257934
13464,18929854,18062
13469,15759307,52609
13470,11486,7380
13512,5196764,815
13520,16057629,6446604
13556,41051574,5131072
13571,7945295,70885
13613,25224458,7477505
13628,34470979,17015
13652,31447601,14053196
13666,13528331,266945
13722,490476,21944
13730,12907444,16202
13741,360259,23890
13746,22399,2762
13780,19486412,322069
13817,25047898,6152084
13835,20026466,7189251
13900,6670287,27427
13905,15792218,6457598
13930,878136,18791
13966,23267144,629566
13977,3269793,1386480
13992,2255607,552953
14035,11751719,4384102
14040,11116507,1427650
14062,22074044,6540193
14069,23342435,4615197
14073,65804,10675
14104,11472240,4881761
14120,43569339,14006736
14128,234225,58
14135,27809980,541293
14162,11556337,4719254
14186,568476,403
14206,17251690,6606362
14217,23935117,4808225
14286,8254315,3200938
14294,401528,212530
14305,187585,109260
14317,773454,6330
14329,6286877,86097
14334,20739643,6950682
14339,36174006,17140043
14347,6352576,830417
14366,20821614,202260
14368,13521459,276660
14371,12550179,5184163
14372,18808593,7212788
14382,13542846,6587
14394,41015154,3222
14400,663098,9018
14444,15703716,3525941
14446,10798599,3087007
14458,16161543,6563933
14467,16087857,20983
14468,23298360,5141393
14473,17319335,2853933
14483,2890682,1252319
14504,20983595,7066235
14509,11997139,5029054
14511,11265184,268722
14512,6471374,613899
14514,10275412,4595087
14517,3236798,832647
14518,7379685,2977293
14521,451515,99882
14531,6372680,140848
14548,34808499,6432984
14553,3551100,5411
14586,20702918,5448290
14587,23420502,3020553
14593,19460287,486777
14615,2064886,96375
14619,10626540,518966
14626,8428140,2769036
14629,3236765,49028
14644,1051622,523285
14650,22719283,7071439
14682,10637301,125253
14700,7025067,163027
14708,1105470,6547
14709,26067938,39691
14715,6768407,3043141
14722,28932275,9756539
14738,22103725,8206823
14821,17561267,6981125
14829,25760151,199260
14841,8430916,4077568
14843,25554646,13994795
14905,25654602,3145688
14906,30078108,824359
14947,13664747,6779
14949,8857,1657638
14953,100911,58248
15004,13553254,5767871
15013,17834808,6590171
15037,205330,90091
15099,40660459,4836172
15102,6963749,3111339
15105,7372975,3321132
15140,30841109,148847
15151,27213208,7125422
15201,13412960,5044405
15202,41014762,169656
15205,25817466,4927506
15216,1139964,76981
15247,12875355,17452454
15254,13182274,5374297
15267,12905437,3449368
15270,12246388,4735
15280,566781,22546
15281,8663392,2906892
15304,720801,130347
15308,25321022,7940084
15329,19286545,16143
15344,23229220,6216688
15361,17449946,6966605
15368,31321799,4496779
15372,41831210,7152490
15390,568901,39090
15412,32713781,62997
15422,9785202,56019
15430,26811887,7024176
15449,32967547,7737308
15459,25943219,5423648
15469,36468699,7010859
15471,18053884,6934883
15480,23899848,175143
15485,13544212,2968625
15491,16164536,6585593
15505,23450710,6423161
15510,30164950,7047863
15529,24890845,7169602
15556,20625686,7539785
15580,227463,5735
15605,22813444,5805455
15621,17234664,1192311
15626,40010527,18016578
15642,41948511,5893561
15652,7380991,105297
15663,3600707,141337
15674,7092429,3151111
15677,13450049,3499509
15686,16002023,91085
15694,9564239,2918916
15702,15733541,4105707
15703,16005260,3240453
15728,17878747,7074856
15785,3599870,240708
15803,9635114,4443320
15822,35082747,11362882
15836,28186322,156327
15843,36334133,17198563
15879,17568327,5753331
15910,6850588,3071494
15923,11964742,3229682
15932,25560329,5100743
15943,15818025,5241459
15947,15761615,6446220
15950,34738565,15559824
15951,27401657,6570694
15964,22552582,9878015
15975,22313947,7053742
15987,31138412,13531492
15992,8893179,4202238
15993,10415590,2946208
15998,13629228,5827290
15999,25632540,3001574
16019,3216278,82603
16020,1059494,117288
16030,20549652,6589870
16042,18545084,4996736
16043,25679350,6940334
16051,29965217,6517376
16064,40693899,4665585
16083,18518321,7054725
16084,30917800,7866768
16152,10232099,5030
16191,18186565,5763697
16224,17851860,5039646
16228,15764009,6446815
16243,25170253,6880615
16256,18492661,38530
16258,28055672,7239827
16262,41153868,5214793
16268,23298686,8648059
16274,34727443,8546572
16276,31847592,6550220
16279,9362495,3023964
16286,36431876,7127010
16290,7247856,4611069
16291,9529956,4413363
16292,28525728,2882485
16330,17838614,7012702
16358,18168637,5386283
16375,17910542,11349
16385,17155787,173493
16400,13350871,4904383
16410,11145835,4788613
16414,11094658,223885
16417,10846138,4372737
16424,11685192,4814317
16430,11706625,3100203
16432,12988102,4044383
16435,12637477,4556932
16447,14288204,4330590
16457,12328141,4735949
16461,24383144,12063495
16469,8396758,3479028
16476,17446684,6965359
16481,22608764,8344109
16495,16106409,6563368
16496,27882492,14097819
16502,15764736,179153
16507,12950018,4401574
16511,18300412,5202680
16518,24951744,7022586
16526,28791088,14924267
16546,21525995,7181862
16552,23265739,6466370
16560,19558324,6521131
16569,11475686,4575326
16573,23480844,9816754
16583,23401076,73977
16584,16045520,5990515
16596,17844769,7256452
16600,17834401,3023842
16604,23638850,3413928
16609,25283891,7054485
16618,5867763,6342
16619,13504250,5272736
16629,20409841,3028982
16649,23848027,25376
16651,20821159,9226
16657,35506021,12130438
16663,21877212,7101854
16673,17673270,3227101
16676,18880706,5130089
16682,25168121,7122060
16686,292701,119700
16688,33379357,7219081
16689,30634709,8189910
16705,33815781,16287225
16710,32895291,9013543
16714,30363088,15305372
16759,8459711,32638
16760,9672598,821504
16767,10203130,394156
16774,13558423,12180
16787,23491293,4430293
16800,11788444,4968653
16801,12871232,31265
16829,25615831,4521954
16833,22883909,8433496
16837,6642331,2995331
16844,22030693,7020112
16857,17290850,3378120
16870,34933997,3080608
16871,16587763,6739100
16899,18107522,7127330
16908,25454650,6936449
16934,1240904,5449170
16939,12290106,4807116
16942,32587144,6179696
16947,24901565,4904483
16951,15790805,135707
16966,15812770,1181053
17027,17085959,6592670
17043,32620367,317
17052,27221247,7014015
17058,27866099,13353
17083,9850375,7963
17106,14799281,3020684
17110,19192335,4996938
17115,13419794,4717601
17118,13438525,5610529
17127,17154817,6554179
17130,15733144,5406182
17133,13423265,4416438
17134,13447149,4864330
17138,16148491,5188888
17139,13149420,1330287
17141,13364300,3429117
17155,15891600,5447785
17156,16132957,5095502
17158,17856472,7066594
17169,8122052,3512625
17175,15771912,5816255
17178,13394049,5438242
17182,22429335,8294123
17184,40017710,6942370
17185,15770390,6449665
17192,18459458,5234352
17197,35711572,5368048
17199,26063637,5763250
17202,17561101,2917641
17214,12931061,5288487
17217,39341246,1005984
17234,24504079,9885287
17238,10156959,4566700
17243,20826926,4417507
17256,14439869,5081315
17282,11926316,4349709
17286,6718719,2310121
17292,303197,27206
17304,17596262,6989845
17309,17205118,6877440
17323,7731996,3353674
17324,25354011,4776262
17332,43557045,14787783
17353,3348007,4522
17356,18615935,6553058
17357,2855010,97284
17365,34115450,6893644
17366,13450088,5622429
17375,12155164,4653530
17376,20525909,5228940
17382,34534552,4524507
17384,11334430,2884866
17385,645180,71155
17406,8214394,66268
17413,153480,61946
17440,41580312,14525
17492,17464889,7161243
17520,16099190,5855
17527,11551803,4904826
17533,6513616,2705823
17542,25721421,6586877
17552,11152377,4774430
17560,8538305,4087495
17563,9292763,2919562
17567,29858242,4784370
17575,9631964,2299445
17577,10780513,1187290
17590,18096354,1922565
17596,18059992,7789445
17655,60814,175196
17689,225188,6815
17691,12523033,20404
