,book_id,author_id
7585,5500127,240840
7588,8121708,3512511
7589,42630081,7737308
7591,6676614,3007539
7592,41063454,7226675
7593,5951098,741648
7594,16225637,5141623
7600,8758313,4172510
7601,16083209,2704714
7604,7614646,16161
7606,12919441,3413044
7607,6330560,2738500
7608,3439778,1202850
7609,19059695,7136995
7612,36111357,17120246
7613,33973264,16344312
7619,31248158,6983061
7621,94715,3305
7622,8331609,2833648
7625,10789690,7383
7627,18299578,5125250
7628,12823636,5260678
7629,15823041,6467568
7630,696177,311365
7631,6406946,2902079
7632,10841336,1651952
7633,12475742,5163997
7638,18775475,16525871
7639,2483245,712951
7642,74952,42508
7643,7286786,3220397
7645,30255,17047
7646,20550841,5758689
7649,6801573,410118
7653,1020767,175006
7654,14741884,8866
7655,6390134,3280629
7656,367686,42211
7657,5975773,1055374
7658,16096167,4181354
7659,15765357,6447559
7660,3294622,1395455
7661,5640523,2515462
7662,282318,164141
7664,16078823,6552875
7668,10650803,4720629
7669,16058162,18153857
7672,14743130,5828060
7673,13017390,5153812
7681,12337158,3517050
7682,936906,8476
7683,6575638,2971816
7685,22748863,7355350
7686,244471,19971
7687,27843950,4067254
7688,11593615,4916087
7689,3307079,153732
7690,6019613,4878191
7691,780769,151717
7692,1116482,320741
7693,138251,49377
7694,25915908,14001187
7695,12822539,5260380
7696,1264115,50886
7697,8497641,386969
7698,12361115,4189090
7699,19126,8469
7700,17928233,2887638
7701,17211705,1018547
7702,227636,9759
7703,1632186,103838
7704,778111,135564
7705,22678141,4519247
7709,1178666,1044642
7711,3430692,1442948
7713,13512914,296477
7714,7338243,3208481
7715,17373158,6476425
7721,1717990,50885
7722,1753714,803937
7723,12455491,4327516
7724,13012379,4715676
7727,7819029,5593912
7728,217376,127404
7731,15800523,5440457
7732,1702887,784067
7734,17454621,5585398
7735,1593518,7735497
7739,6692627,6948607
7741,484167,144405
7742,29069611,41762
7743,8839205,827948
7745,17698410,6446604
7746,6599658,4839210
7748,8110748,294144
7754,23287168,7214756
7757,13561963,5784345
7759,3156000,693999
7760,7557790,19909
7762,9673577,5098
7763,1037814,5182891
7764,1814627,104926
7766,7340135,49103
7767,7816187,3404684
7768,5071434,18442618
7770,12046837,4320136
7773,1487823,696185
7774,10833756,163327
7776,9744817,4472748
7778,23523867,3213942
7782,23287163,8588143
7783,10387018,2904199
7788,18668288,6959231
7789,18042532,7065829
7790,7494591,3292979
7791,1003761,189344
7794,9907606,772663
7795,12275903,3487915
7797,22909540,8157754
7798,6419566,4519463
7799,21469108,110234
7800,6236809,155990
7805,13148189,5332461
7806,10762469,15907
7811,8755291,4167784
7814,13090675,5343704
7817,24585267,6549285
7818,12689143,3103764
7822,13037370,5324136
7825,42071226,18369592
7826,39009618,9831226
7828,41646836,2902054
7829,41944265,18446251
7830,10782928,1351915
7833,7857663,1852
7834,39109499,17039266
7835,10629679,1270672
7837,42110093,6995826
7838,17204899,4707891
7840,16124682,6570635
7842,42740014,17091538
7844,42421412,11162424
7845,39874057,3430431
7850,31305863,15558568
7852,40623281,8306834
7853,3864007,17450
7857,38649754,121724
7858,9435474,1067243
7859,8943906,113936
7860,41143305,1507905
7862,12988287,5090434
7864,9951003,4519652
7865,7140917,53597
7871,42291816,7875736
7873,12959871,4784496
7876,591572,22996
7877,10815657,8063
7878,17233444,4859966
7879,42278964,7741564
7880,11521295,4896030
7881,41858472,3155383
7883,104348,20560
7885,41209130,16835123
7886,65161,5483010
7887,352774,73812
7888,2916542,2613
7891,261625,4338
7894,13088405,5342916
7895,38894211,7831156
7897,33783055,8345486
7898,124841,12672
7902,17913095,519355
7904,40175497,15292581
7905,1133489,38631
7906,16067241,5403174
7908,34468592,13671097
7910,101599,29479
7913,11864686,4991561
7914,13088324,826607
7915,41479329,16738629
7919,939709,109116
7920,17725275,6534710
7922,6599576,17597
7923,39727035,15343495
7925,40677055,7154678
7928,12211330,5087194
7929,40131614,5865943
7930,25605631,5821344
7931,491886,193296
7932,11601984,5016007
7936,34665756,5265619
7937,17976745,6451625
7939,6430659,1120780
7940,12847774,22370
7941,17866,8794
7943,9999107,148847
7945,11279444,1637218
7946,42278666,6583811
7948,23114976,5825070
7950,20645624,2531619
7953,17829279,7056501
7954,15985346,6519003
7958,43256984,10000
7959,16102277,3116709
7960,42282415,14160972
7962,38198606,9699494
7963,16051780,6542403
7969,34909479,1386355
7970,12087455,5055017
7971,39332185,7056140
7972,64931,27341
7973,41187889,5557309
7976,38198718,7369992
7981,32249934,15275015
7984,37840670,3023973
7985,8274982,71878
7989,22551385,8328712
7990,41074,23113
7991,17248403,6541926
7992,38317385,15854913
7993,42516162,7202946
7999,18499895,7271354
8002,42605684,8184331
8003,34964941,15984818
8004,836964,110206
8005,968827,48885
8007,1136604,178669
8010,41817889,6250492
8012,73654,41749
8013,26029821,5129673
8015,2422957,162023
8020,16088678,3161921
8021,25337359,13810432
8022,18040296,6469137
8023,102439,44037
8024,34933630,5618190
8025,13340970,4156441
8033,16082871,6554652
8034,28100658,7340710
8035,1262018,425585
8037,27838211,6446815
8040,25004287,13536087
8043,17876011,6449464
8044,26025172,6535792
8046,18401154,6475976
8049,34839067,16192760
8051,13383354,5181921
8053,15806991,5001654
8055,25182342,8118655
8059,21843117,7324934
8060,28435457,6474204
8061,20454525,6151482
8074,59950,8550
8102,2278298,65137
8103,2536103,1122774
8112,15802735,24375
8114,18729287,1191318
8128,7940997,3449368
8130,23811471,1783576
8139,10339088,2957043
8142,16085968,6441991
8146,6345531,2539720
8149,15719572,6428814
8151,669790,359194
8153,5522148,99882
8158,22267616,5621569
8159,9636553,1395810
8167,168766,94865
8170,1136903,85384
8171,21535021,252929
8175,19801,11789
8176,116224,45878
8177,487638,5882
8178,1312031,30764
8181,94001,53939
8184,8710740,2106002
8185,55404,31233
8186,958743,31388
8189,254024,148433
8191,18404128,238874
8192,133517,77005
8199,31450638,15509
8201,250943,146600
8218,4362,3017
8219,970488,159090
8222,2258833,6800
8223,24352027,6572969
8224,25945266,14108787
8225,25642868,5160667
8226,36191362,14254207
8227,25302294,4489132
8228,25904855,6995972
8231,1071085,1415338
8238,12897020,5179658
8245,26036052,7061349
8258,2402650,1072930
8259,311802,179600
8260,26201471,7375780
8264,16177343,6590171
8270,26047038,6433082
8272,25802884,6452845
8289,24327646,7060289
8290,23482622,3112212
8292,25797013,8126161
8295,26224667,14250598
8298,18394368,4728994
8299,23898456,10841856
8303,22852541,4721318
8304,12073592,323656
8305,38418,21616
8311,2334281,82969
8317,17562231,4529674
8325,14061733,5895829
8327,16094679,6469948
8331,15845491,6476392
8340,789559,18444
8346,21922133,5619151
8352,20770646,6527314
8353,13642241,1258608
8354,18400295,1912055
8355,19547844,6608731
8356,20937536,5822433
8358,20529031,7132113
8359,22034261,6425833
8362,20798492,4541791
8363,20622081,7094294
8366,22913988,1366040
8367,15712796,5828499
8372,22241361,8253345
8374,25784634,7354860
8375,17305049,4318269
8377,426034,67038
8379,6643945,37814
8384,958535,83086
8387,17971638,7058694
8389,31182679,6980925
8391,15722017,2771724
8393,17611319,2951194
8394,18462806,6902956
8395,21863686,7079478
8397,22068620,7171978
8398,22562710,8286871
8399,26312131,7276454
8400,33773222,5822912
8404,34814944,7236200
8405,22249086,7768203
8406,42642505,8286020
8407,18880307,7056720
8409,25898833,4693312
8411,18000952,7112593
8413,17160608,5028484
8416,43479909,7751265
8417,18774016,4146484
8421,17605075,6993187
8422,18318651,5370827
8426,17149,6582
8430,165358,23511
8431,761668,20828
8433,9583175,4428294
8434,508572,260800
8436,11527309,4019810
8437,10928022,4752305
8439,9541241,4086531
8441,8419552,4074046
8442,9449401,4394044
8444,8685622,4130856
8446,8676999,4146527
8447,13453604,5130837
8448,9370766,3399621
8449,9541839,3351600
8450,8872162,124365
8451,39149,22067
8452,3384459,88924
8454,367063,39464
8456,6238524,159606
8458,3663410,1555579
8460,9462784,27032
8461,252102,147295
8463,7689099,4765396
8464,10668038,4074037
8465,301321,54703
8466,553751,51483
8467,185629,57428
8468,8321015,4044324
8469,2685034,1178460
8470,1054231,2944726
8471,7916204,16154
8472,7325537,3233626
8473,363082,108579
8475,638247,125558
8476,2261571,1020232
8478,352427,53958
8479,7664713,223885
8480,686718,74489
8484,219646,128487
8485,39849568,3418947
8486,6633516,2992321
8492,77604,41112
8493,512429,94892
8494,18618572,6579501
8497,813740,73540
8499,9182417,3160535
8500,6715235,3023434
8505,573300,73478
8506,183116,106829
8508,12087573,1005935
8509,8253694,4023658
8513,538396,146237
8517,367124,173156
8518,518518,169992
8520,90187,51816
8521,26256898,6887176
8523,17249232,6888212
8526,6933141,3100203
8529,512385,284897
8534,18102905,4051662
8536,583883,6331
8538,17860700,6907727
8539,2927126,30033
8541,41022009,48067
8545,40605001,117606
8547,15945897,4649673
8548,2586724,1142669
8549,13643064,5833021
8553,171349,37123
8555,36679901,6265027
8556,16129270,6572366
8557,13062484,5333625
8558,853520,4278425
8559,16175166,6154918
8562,29502206,5806077
8565,28173857,14759054
8567,18188093,7201761
8580,17826638,7055294
8581,13629923,5815425
8585,13579352,5806079
8590,23270903,7040319
8592,17245702,6767293
8596,11640957,3125711
8602,18683044,5392961
8604,17908032,1111480
8606,11720964,4467375
8611,4141,2849
8613,21532628,5894826
8614,109728,58501
8615,18111057,5830950
8616,16141924,6555784
8617,292163,168903
8618,16282937,800588
8619,9453895,1637550
8620,18087424,7140448
8623,12993901,4969048
8625,10229321,4583781
8627,16104287,1164847
8628,12760660,5243587
8632,16134439,6574021
8639,16069963,6549865
8643,13604070,5056466
8646,1284085,125262
8652,28239,9599
8658,27211459,6581301
8660,26039093,6463529
8661,29628568,8154595
8663,42133479,17734732
8666,38251245,6894322
8668,37868569,16305520
8670,39300155,17830241
8671,40142465,14028431
8673,38330596,17673530
8674,38167114,8345582
8676,43446574,14358948
8677,39080472,7359319
8679,39863517,15265325
8680,41118857,16820001
8681,35105833,16835515
8686,79356,43633
8687,89840,14851
8688,83060,47456
8694,38737,8152594
8696,2785115,16386
8698,106139,61426
8699,90822,16380
8706,13330922,63278
8707,65459,3187882
8708,23856,13421
8710,824938,5792
8711,141078,33200
8713,8255917,9950
8722,207897,68200
8725,13162992,4605557
8726,36531660,3370555
8727,20869836,7045140
8728,18298854,4912047
8730,32729067,15856433
8732,15986924,4165753
8739,30901481,3414533
8742,5646082,1251054
8745,16281097,1354155
8746,13249893,5376394
8752,18145276,4094825
8753,10381195,363130
8757,22399053,7044030
8760,17281447,5821849
8762,22360786,4153170
8763,21956997,6968144
8766,18168636,1248068
8767,39785986,7133276
8768,17374118,6938303
8769,18047809,3145809
8773,12711662,5228256
8774,326491,187472
8775,9195527,4340042
8776,20491002,7752383
8777,13490236,289489
8780,5773667,121729
8781,16055135,5447823
8782,13518102,5768905
8785,26074194,6520834
8787,13484443,441872
8788,15750787,5189109
8789,17213143,6880531
8790,16064456,6547389
8791,17869212,5833089
8792,12999731,260716
8793,6643543,2995693
8794,10646143,5078625
8798,13005666,6464033
8799,15818820,6466717
8800,17251583,6470055
8801,10118,6604
8802,176268,10333
8804,10096187,187491
8805,16106510,6563421
8806,13417697,5423542
8808,18114819,6423090
8812,13043158,4331549
8813,28429,15987
8818,17934493,386853
8819,16042305,6435350
8820,17334538,4372737
8822,17154644,6671692
8824,17594473,6984304
8825,12369550,330967
8826,5971786,5122405
8828,11331417,4843211
8829,636026,343171
8830,12552408,3382401
8832,13629641,447583
8833,6667485,3004356
8836,703323,119933
8837,11375889,443696
8844,7317487,662653
8849,10583033,3179318
8853,17695924,7021934
8858,7052533,156522
8859,71409,27528
8861,13272713,5402447
8863,189022,110153
8866,1212627,588356
8868,17227471,3249026
8874,16162524,6527799
8876,13539191,3405346
8880,81617,46540
8887,25136702,7242823
8893,15990311,5436451
8894,13581569,2156112
8896,13555706,5781474
8900,18405384,7068373
8901,24582410,6995709
8903,16112452,5752652
8905,35618459,7568925
8906,36536632,8301757
8907,37706203,14901102
8909,36306157,7798960
8910,37808115,15289816
8912,38201338,16851087
8913,30508147,9081352
8914,30555412,7429243
8915,130748,10019
8917,27209486,1983563
8919,20886492,7768490
8920,36556222,6964634
8922,32069603,15308360
8923,16168131,5578317
8924,166008,96469
8927,13581267,4334738
8928,116279,19666
8931,6962194,575225
8932,6453549,71090
8933,1753334,26257
8934,180270,90780
8939,25894024,5627525
8940,21936660,7127292
8941,17691937,7019579
8942,25814219,14189328
8944,639544,4499
8946,26257689,489649
8947,25614670,485025
8948,9887165,444045
8949,34082140,233269
8950,25387896,1605157
8951,9415955,52989
8954,157254,41784
8956,34750163,9853134
8957,25658832,14054951
8958,28114515,2131108
8959,42386223,18664453
8961,1038936,181302
8962,174703,53
8963,11499761,4890069
8964,32875680,580231
8967,17824793,4492850
8969,5212,3537
8970,27834527,14676611
8974,31664451,1125007
8983,35178208,6485347
8984,397424,39628
8985,20675028,7141835
8987,29534348,15066147
8988,129559,74507
8992,166101,96531
8993,27068575,7844
8994,13517726,3380468
8999,25666046,3004686
9000,5182,3522
9003,6080751,2749820
9007,25604513,14027014
9008,15700427,6420810
9014,31186,17491
9016,5175,3516
9017,174403,3514
9025,855913,289513
9028,5176,3517
9034,115613,22033
9037,26116430,9388
9042,26883206,47072
9043,25776122,2995577
9046,30295016,15285057
9050,3476,2350
9062,17332182,1641826
9064,25154047,13649527
9066,34338276,14987923
9078,8050784,97088
9079,56452,18731
9080,23719481,190905
9085,17912498,158735
9087,17340459,4559483
9088,17465697,6547946
9090,25862989,80719
9091,27276262,14972725
9095,104957,570218
9108,7234908,3201716
9109,51373,28913
9110,25054059,6966248
9113,155981,90212
9128,14405931,5878124
9131,23398876,6247
9134,23492476,5310434
9135,22545468,6457875
9136,23492824,5773036
9139,23398782,15237154
9140,23288742,335919
9141,25308876,8470839
9144,22608222,97444
9146,25396043,13845104
9148,22500506,3033637
9149,22457410,19053
9150,22571611,67819
9151,23014749,7086012
9152,21412507,8034994
9153,23384313,4505583
9154,22609383,409350
9155,23719378,34893
9159,23398629,4927506
9160,18333906,6479377
9162,18005994,7114580
9164,33362126,13854110
9165,23287179,6306189
9166,22675080,16532
9167,23411528,7115378
9170,16161300,6584188
9171,21853642,5353
9172,22548670,264143
9173,23311216,588448
9174,25021810,6526628
9175,22693276,7231634
9176,17209615,6581511
9178,22313642,8267477
9179,22103866,131
9181,23201410,6575011
9182,2274457,515155
9183,23012505,5222030
9185,25622860,232862
9186,23398824,5775520
9187,22609378,52609
9188,21897317,8137823
9189,24611868,41193
9192,12623161,4654517
9193,23848159,5623914
9194,23848325,4877970
9195,22318399,5052587
9196,13064277,5334279
9197,22571509,11630
9198,13029251,5321310
9199,15757267,6444264
9200,12998673,4867023
9201,23995231,290189
9202,22238372,3184722
9203,10879272,4743015
9204,23014680,6897266
9205,22635858,8333761
9206,22450833,6154476
9207,22891466,623139
9208,22571643,6442240
9209,23281845,2867287
9210,18490777,2770941
9211,22609307,7155436
9212,20486495,2974095
9213,22585891,169656
9215,22521552,6704895
9216,22608277,69003
9222,206196,5088
9248,49851,3401
9252,3345,1847
9253,5501275,46075
9254,2802,1934
9256,55139,31112
9257,852554,48573
9258,157593,91185
9259,52853,2636
9260,6101388,282828
9264,580291,158292
9265,13403051,2812860
9266,3493530,955517
9267,2111775,139532
9268,13587130,247908
9269,10395,6829
9270,107400,16881
9271,88456,50840
9273,126293,3901024
9275,219780,19683
9276,8857310,2122
9277,431668,74009
9278,240373,92055
9280,329336,12668
9281,8598379,14111
9287,821583,11889
9297,7635805,2980339
9300,6025739,207379
9304,18007522,589737
9306,7779348,253272
9307,707252,371595
9314,2056222,18485
9318,33284896,16168306
9320,6909642,3091721
9322,6193821,9559
9323,15701981,797715
9324,7173399,3180513
9326,18615933,6461551
9328,18479538,6925118
9331,7877239,3099087
9337,27516,15441
9339,244659,1184434
9340,7023081,3130410
9342,97484,15448
9343,8942981,4221272
9345,6532373,1083084
9346,21473411,8059844
9347,6926414,3097903
9351,602467,13143
9353,6435578,2917433
9354,6251198,2843647
9357,22845353,8423109
9359,7488686,2949152
9360,7095692,379444
9362,2393575,80026
9365,13630560,5827855
9366,13626269,5824220
9370,6768377,1030094
9371,9555442,2731702
9373,99953,57639
9374,101065,23171
9381,362956,207746
9382,10547,6926
9383,6882274,3081700
9386,25252907,6869437
9390,37508253,6104410
9392,6783128,3048234
9393,6964455,3111598
9394,31196749,15266429
9395,25476118,2918424
9396,25203675,13695109
9398,6415619,2906285
9401,28331715,14417841
9404,184630,3494705
9405,7132233,3166590
9408,23529245,336058
9409,28595063,13562729
9412,32081,5062
9416,6522388,2951796
9417,25893659,1023510
9418,29090844,4369922
9419,333356,128570
9426,26783431,14238083
9428,25898503,56353
9430,57691,30279
9431,25734207,14239042
9434,27160926,8587
9436,17707471,6872325
9437,6625699,2989576
9438,26114545,8132662
9440,18592592,7305383
9441,25746699,7210024
9443,6759426,2946451
9444,69169,38968
9445,26160162,9852801
9446,12672567,580090
9447,25330014,5258016
9448,25809801,4608186
9451,22387563,6980508
9453,26818454,37557
9455,27876301,14688158
9457,66317,36344
9461,26239013,14039683
9462,22738693,20295
9464,25972177,5804101
9465,18682776,5447772
9466,25159315,5404616
9467,25505739,4601681
9471,15885568,5416819
9473,25103760,4475715
9474,25853049,804399
9480,25480364,3020656
9482,23899193,7390210
9485,25845201,639491
9486,19381626,31232
9488,25938417,60177
9493,20753341,7086094
9495,709381,226812
9499,322351,140329
9505,18042393,7123138
9506,15940869,6452404
9508,27233558,7172051
9509,17788889,7044446
9510,13597757,7350392
9514,20381546,5759214
9516,20519005,5421048
9517,21538571,1064874
9518,36303083,8155887
9520,18667862,6561857
9521,23365164,9296528
9522,18516005,6967637
9523,17910573,6209666
9525,22782322,2961327
9526,2169059,984724
9527,21863930,7800147
9528,18480081,7264073
9529,20493997,1383409
9530,18052934,7133283
9531,18404410,181668
9532,18209402,5610666
9533,18599748,580517
9537,20646933,6557729
9539,20601687,7784759
9540,18584569,6536079
9541,18249312,5752060
9542,15810256,5442570
9544,17869397,7071439
9545,17586458,6442339
9547,17609759,5761611
9548,18207105,6439443
9549,16003516,6525189
9551,21865261,7964607
9553,12537426,5180626
9554,14656541,6114984
9555,20613581,7264269
9556,18599770,7326808
9557,18018509,5156226
9558,4988599,2072970
9559,18139273,7153800
9561,11099063,4788217
9564,13353619,2786374
9565,5121008,6226401
9567,331830,190403
9569,9082,5922
9570,13634097,4971410
9573,15714590,6426921
9575,22037391,8187076
9579,351654,60459
9581,17684323,7020466
9583,20757521,7832192
9584,1051097,3453636
9586,15736525,4766550
9588,13635790,5830205
9589,16177145,6590097
9590,34790371,91382
9593,57951,8944
9597,16144570,6577839
9598,425098,26917
9599,30178435,5124235
9601,16067180,4948810
9603,2039223,43613
9604,39729887,14705616
9607,37100,20850
9609,7186426,3184606
9612,22605372,8343145
9615,18076577,6590310
9616,32491187,6969772
9617,12659042,7235297
9618,16280657,6644346
9620,16068910,6549373
9621,20428395,4455366
9622,4578006,992351
9625,15750570,150482
9627,22672509,6448708
9628,31879814,8058866
9629,543707,19794
9632,13421993,5934422
9636,38728440,4999150
9638,266381,2761
9640,15830843,6470635
9643,21518594,6899829
9645,20348199,7353243
9649,15701608,5806657
9651,18747244,7127884
9653,18146387,2752898
9654,22665491,7031278
9655,16107211,4400967
9656,17444649,4952447
9658,33911515,7203641
9672,248632,38185
9673,39678835,6893860
9676,23002593,8471725
9685,28858321,7734306
9687,156492,1967
9692,23524206,7163595
9693,23571391,5827280
9694,8088305,1152342
9697,461979,69803
9698,17791691,5389056
9702,26023272,2839336
9704,220753,90090
9707,6935632,3092499
9709,881851,1417529
9710,3876546,1204165
9712,3236819,1374091
9716,17657039,5323230
9717,23624944,1611087
9719,36249638,409113
9721,6463372,2928672
9723,6343167,181078
9724,562752,308537
9725,37492308,6455200
9726,22046472,2909019
9727,21899683,7553558
9728,18106180,6885143
9729,3649472,4937202
9733,16154876,2905789
9734,33392239,6565450
9736,23127782,1141209
9737,13414764,5308032
9738,1176884,167400
9739,15762975,5398028
9747,35002208,16789375
9748,33918881,7055613
9750,36238514,17160405
9752,34128675,16379953
9754,40881738,803005
9756,36136030,26872
9761,34275212,7085305
9764,22606645,5816813
9767,33026565,16100168
9771,23203791,7807992
9772,27310286,7327371
9774,22895371,5263027
9775,411482,13730
9780,35297316,165006
9783,22322922,8020971
9784,37459966,15044420
9785,34323570,1074989
9788,20913710,7336499
9790,22304852,4968129
9793,36576048,8107261
9794,22514483,6585995
9798,23358072,7736956
9806,23213197,6950818
9807,22668771,7798544
9808,21898304,421434
9809,18374572,1958136
9810,23350094,30819
9815,23496395,2002988
9817,35151005,279140
9818,22859777,114283
9820,20949471,27209
9822,23380978,6177334
9823,23403710,1357414
9824,25070804,8045260
9826,24107285,3431194
9828,23306252,40881
9829,23403599,4149342
9830,25631442,1332605
9831,21898402,2300692
9833,20343959,5049521
9835,18667785,35023
9836,23315657,131208
9837,39677710,7124038
9838,22859788,1375697
9839,22310860,4485813
9840,23015589,4446076
9843,19272409,5321960
9844,20487530,5921279
9845,23433671,6468716
9847,25391336,13843907
9848,18667312,5763301
9849,114950,28707
9852,118413,4452588
9853,385028,16070
9854,204185,24952
9856,76079,4594585
9857,499184,14167341
9874,17697611,7022046
9881,25421901,6938994
9887,10100824,4619644
9888,18777760,6580373
9889,24710163,6562809
9892,6449916,433824
9893,18046294,7124795
9894,16109612,6564752
9896,17700271,7023103
9898,27407334,515767
9899,18891931,7087549
9901,16149939,5823122
9903,12313023,2940336
9906,2414846,36935
9907,8104722,1387050
9908,218750,128070
9912,820447,233434
9914,6122851,2792871
9917,15733233,6434323
9921,1419203,33893
9923,243397,44023
9924,13076894,5306240
9925,16174821,6589431
9926,30739297,677817
9930,18368024,6557536
9932,6379951,8646
9933,12364931,4504786
9934,12233847,5092858
9937,32969701,16078416
9940,6774979,824409
9941,17191839,6875729
9944,9804652,1054908
9946,17258996,6568822
9947,12349615,1874732
9949,34669847,3219566
9950,22207400,6929462
9951,21991208,6920675
9954,19504885,4201
9955,24989140,5779458
9958,16167329,6433025
9959,35389476,3222582
9960,25450997,6869343
9962,17909430,7085837
9963,16198381,6599635
9964,22544042,5833418
9967,25466124,13880491
9968,43427470,8195738
9969,31844830,10961381
9973,15716911,4961171
9974,10476984,4455528
9975,12458914,2981932
9976,8685141,3119823
9977,7655564,2770351
9979,25228040,10780034
9980,12372058,4397966
9984,13493898,5756812
9988,12854661,4719629
9990,11378691,4856634
9996,13269513,5401598
9997,374668,990
9998,20911353,7887786
10002,1492667,639265
10006,1025836,512651
10008,1982533,900615
10009,1308822,626568
10011,6363600,475407
10012,1898631,824284
10013,1606784,703723
10014,3076919,681236
10018,1283197,659620
10019,2179306,420122
10021,1697353,672218
10022,1761088,5758093
10023,1657837,765791
10024,6766006,688171
10025,1337353,637674
10027,2016000,1402045
10028,8460546,647438
10029,1096114,541628
10030,1441445,167915
10034,1334844,624095
10037,18482356,4506281
10038,18141144,6558842
10039,38903383,15745317
10042,18629575,6875745
10043,12208569,1451404
10045,10044191,1054429
10046,11195608,4809796
10047,9590422,4404110
10048,11222190,2967303
10049,11304510,4836823
10050,8536738,4106470
10051,9247537,77146
10052,23245726,8570971
10053,25410135,6995343
10055,13646435,5834609
10059,29919041,7075737
10060,188087,45712
10065,54510,7371
10067,918284,49941
10069,123543,39467
10070,46429,26006
10071,53410,25824
10079,18878076,4950999
10081,386254,31234
10088,4590265,327983
10089,36278868,13177248
10092,19447296,6570570
10095,17670231,6554386
10101,17376132,4517253
10102,14288739,5989661
10103,22857679,8426654
10105,20982805,5438808
10106,17261191,3500801
10109,15999432,2060858
10110,16059404,5046525
10111,20982844,7150942
10112,15810877,8840
10114,22045838,6981919
10117,16101233,4400405
10118,23483031,5835506
10120,17902302,6644044
10123,16096260,4777419
10125,16096686,4562998
10126,22918955,7306871
10129,15717280,6447520
10130,24655,13561098
10131,11383730,4858120
10132,17863817,5391254
10133,18158307,5786742
10136,772739,22348
10137,13615479,5822839
10141,11995902,3219496
10143,40144459,13658254
10144,42128976,7790155
10145,42662716,5400988
10146,15840188,6525174
10147,40003938,263567
10150,42116648,8474696
10151,12988074,345572
10152,13646237,5834516
10153,11535240,164958
10154,12578568,5191012
10155,22522088,2034966
10156,15775101,5582891
10158,43127174,16300956
10159,42859161,17900425
10160,39363,21712
10161,40123526,6551743
10162,42113238,8617437
10163,28814728,13746768
10165,9860837,2731809
10166,6463839,372433
10169,43130025,17160940
10171,519125,288202
10172,42961172,7313508
10174,8306761,119848
10177,7845926,157036
10179,40722001,61509
10184,8430098,20987
10187,994192,311467
10188,369672,41895
10190,857448,6577
10191,1967737,893708
10194,127671,19316
10195,65057,36719
10199,6332526,2874371
10200,406790,40883
10202,8105569,3507043
10203,6503432,50896
10204,7061670,38231
10205,3124932,116581
10207,12781027,4827747
10208,9669766,1142428
10210,6497928,1806382
10211,9498555,431825
10212,7311738,2003596
10214,1149251,104557
10217,818557,146033
10219,626709,64222
10220,402366,114362
10221,643471,112914
10222,2187960,172271
10225,3074052,1316048
10227,7328248,3234591
10228,5680626,1498
10230,498904,31944
10231,24673969,6921962
10232,24711077,7338255
10236,23556291,6653786
10238,16498123,6705865
10239,21411112,8034199
10240,23981002,11040057
10241,6087375,2753100
10243,24300137,7082675
10245,196613,114558
10247,25225742,8557018
10250,18514604,7275511
10252,38725300,6547659
10253,24907702,7060310
10254,372268,150588
10256,35390279,16982567
10260,10579400,492884
10261,342823,26655
10262,162121,94000
10263,86830,18357
10264,23902435,6458246
10265,150104,28243
10268,32078945,15820383
10269,17194419,6966491
10270,8662826,4142333
10271,2359423,926987
10272,21998704,8163117
10276,35926246,2528119
10278,10302287,3352591
10280,38199905,6580262
10286,22065293,7162002
10287,35926119,6534906
10288,26036902,14199585
10289,18844839,6552446
10290,22472528,6545412
10291,42082729,6473981
10293,5323390,2287512
10297,476653,124622
10300,19168420,7485494
10301,17160608,5028484
10302,35560583,6445698
10308,11354687,4849738
10309,18778603,7383025
10311,12369550,330967
10313,9860837,2731809
10315,18296016,21911
10317,39900562,7843051
10322,13034113,5322924
10325,17189810,10000
10327,16146206,6538176
10328,22925393,6889902
10329,38911162,7845968
10330,36373451,84181
10333,290175,6214
10334,17840836,6923563
10336,41087744,7079478
10341,19695718,5135449
10342,18667792,342135
10343,5777156,82603
10344,12711662,5228256
10348,40212272,7375051
10350,40380340,4930653
10351,12367267,5130544
10355,18397583,7243737
10356,15673520,6420147
10357,38721894,7103149
10358,23208588,7134215
10359,11873007,4575382
10363,2607485,1150547
10364,18711144,7047257
10367,40594398,8110729
10370,17571794,5321576
10373,31870583,8174674
10374,25632573,3001574
10375,16130304,4720629
10376,36460049,17258111
10377,41564321,18141893
10379,20579291,6469490
10380,13145689,4848337
10383,6227418,1861991
10386,8901992,205589
10387,6598206,58306
10388,18982027,7256929
10389,42642505,8286020
10393,22053410,4103366
10394,28094098,7741564
10395,17901165,6554386
10396,22368622,6964734
10398,30244896,5622223
10400,12623161,4654517
10402,18077961,7135390
10404,9654158,3152411
10406,39071108,7190965
10408,12675109,2826
10410,9794605,63607
10413,2752607,60390
10415,9339970,3200239
10416,74280,37492
10417,17878473,7074741
10419,10194431,4575345
10421,18283463,7105827
10422,36893907,10405165
10424,15806994,18175
10425,40776410,16647845
10431,10129062,4559822
10434,4276136,91382
10437,17695321,7020954
10438,10804414,4721654
10439,37570640,3430431
10442,12240730,5094848
10444,17620113,4718528
10446,9634267,4443115
10447,26059544,4347037
10448,18683261,4529674
10451,10345489,800019
10454,40681717,5785925
10456,18113029,7144570
10457,25784634,7354860
10459,10886396,4695869
10460,21532090,7246093
10461,9571401,2060858
10462,18281880,172946
10466,12759379,5243264
10469,98477,56625
10470,7685251,2992396
10471,6918930,105025
