id_prix,id_livre
624,13526010
625,171201
626,11550
627,157387
628,8437667
629,670906
629,32504
629,227729
630,6609764
630,7739968
630,6871737
631,18103807
631,18758780
632,26008840
633,736392
634,17287069
635,34594982
635,33208115
635,34828719
636,36199084
637,24985
637,535315
637,13496
637,202039
638,40450
638,18619684
639,170171
639,1427459
639,6057847
639,60781
639,157055
639,347639
640,208324
641,7081
642,874419
643,8483233
643,10391956
643,10211494
643,11500827
643,9428981
643,8248617
643,9580315
643,9739365
643,9476292
643,9160695
643,11330361
644,5136
645,4682558
646,1157924
647,761023
647,32626
648,309780
648,803177
648,105571
648,451152
648,166794
648,96509
648,824435
648,11459303
648,107664
648,357160
648,297842
649,17978489
649,18505796
649,19616957
649,22124901
649,18774981
649,21413662
649,18813642
650,13187824
650,13132620
650,12609433
651,18889246
652,20613761
653,22574709
653,22886112
653,22889766
653,22693211
653,23462662
653,23341862
653,22232035
653,25362017
653,22609522
654,31842429
655,402456
656,196714
656,105687
657,5711714
658,7280026
659,6747545
659,7130616
659,6648020
660,208909
660,81010
661,1292495
662,802151
663,111126
664,7311907
665,169354
666,780889
667,12088102
668,23261332
669,17383934
669,12326627
669,16138688
669,16099189
669,18730321
669,16058610
669,17286747
669,17232261
669,15705011
669,13642950
670,12969593
671,22882816
672,13409664
673,23129923
674,23209924
675,21251323
676,27834600
676,23746004
677,28600081
677,34299826
677,33961524
677,28572095
678,23310699
678,23215464
678,20172134
678,22509955
679,25893709
680,29358517
681,191113
682,58854
682,97862
683,5187
684,6287072
685,6782412
686,201111
686,159322
687,7737902
688,13112023
688,13359067
688,13117308
688,11737271
688,13330537
688,12849385
688,12922320
688,13148921
689,91989
689,14069
690,9403947
690,13628209
690,10560331
690,13454149
690,15757434
690,13146214
690,13369678
690,11133791
691,11653
692,452177
693,1487623
694,387348
695,25387393
695,27833683
695,13612965
695,30123268
695,22453777
695,25776664
695,23611997
695,25711360
695,28110143
696,69681
697,33621427
697,32388712
697,30555488
697,28390369
698,837812
699,25740412
699,31931941
700,537124
700,92121
701,59503
702,239830
703,75643
703,495242
703,472392
704,655601
704,561456
705,1035847
706,69935
706,276796
706,12781
707,874413
707,1228406
707,1840934
708,708549
708,3954298
708,2090640
708,1661390
709,95144
710,174329
711,12408149
712,13037
713,646195
714,26348
715,15981711
715,15803173
715,17262187
715,16151178
715,15984268
716,6201
717,823810
718,7882217
719,26114291
719,17378527
720,8765
721,2136
722,3686
722,9824
722,284295
723,214091
724,428287
725,436609
726,1270615
726,3197145
727,15544715
727,17254035
727,15704285
727,15803208
727,17290655
727,16181775
727,18297707
727,15781026
727,11544421
728,7737900
728,7952209
728,6609748
728,6393047
728,7327327
728,6757893
729,18505832
730,70277
731,17349153
732,25330489
732,23678552
732,25384853
732,25144676
733,20525628
733,23346757
734,30613790
734,29868610
734,27274328
735,1424766
735,11556
735,43758
736,1699498
736,6597855
736,75518
737,59
737,71840
738,477990
738,121490
738,63321
739,71784
740,49838
740,92762
740,939284
741,10329434
741,8125734
741,11115191
742,8527904
742,9275658
742,8235178
742,8525590
742,6760761
743,216213
744,1239698
744,309773
744,1527413
744,2513007
744,723801
744,603911
744,196119
745,12819342
746,656836
747,31554413
748,17228280
748,18311425
748,17453303
748,18667753
748,11861815
749,17305016
750,13542560
751,8479681
751,23315843
751,22044623
752,43307358
752,38452813
752,39296114
752,42527866
753,746255
754,2615008
754,1317696
754,2153793
754,2161733
755,2761
756,10305
757,2124206
758,830364
759,27298
760,185911
761,11890816
762,8860297
763,6572270
764,1153501
764,108942
764,55018
765,6321845
766,13521501
767,6523443
768,126005
769,481743
770,6468870
771,64394
772,129131
772,7894237
772,7823592
773,13065
774,209390
775,734191
775,1215919
776,156565
776,693016
777,20701984
777,20821284
778,839077
779,11512688
779,12926132
779,12822875
779,13563669
779,12893742
779,11607446
779,13152282
779,11254850
779,13477819
780,15774784
781,2353037
781,3798707
781,2020935
782,945276
783,6320247
784,60364
785,17332968
785,7514925
785,12291438
785,15793231
786,19138879
787,22822928
787,27558677
788,92625
789,22567184
790,36344555
790,44564172
790,36373463
790,39072210
790,39280445
791,22552026
792,25733983
793,13586891
794,172691
794,59805
795,148780
796,267869
797,39978
798,954303
799,4580
799,444330
799,12725
800,972877
801,10105459
802,13007638
802,12362225
802,13548107
803,11115434
803,16002011
803,15777621
804,176332
804,781124
805,13490570
806,144758
807,532069
808,124718
809,923404
810,3134981
811,165818
812,300932
813,542953
814,5932370
815,950018
816,87424
817,17846011
818,69006
819,16101018
819,17333265
820,38703
821,884536
822,3287351
822,6387925
822,2179832
822,6794736
822,5956378
822,204097
822,6401956
822,2969587
822,2079538
822,15131305
822,40874325
822,6759
822,3086160
822,1491117
822,6186505
823,20561916
824,43352954
824,43190272
824,38232344
825,28335696
826,42143
827,297186
827,6423
827,32502
828,825377
829,57981
830,4950
831,175246
831,1408029
831,473710
832,1567544
833,13409405
833,11725779
833,13572249
833,11738128
833,13050840
833,20448515
833,12033455
833,10790516
833,12716613
833,11235783
834,1112404
834,1867344
834,2258548
834,15774762
834,1266297
834,2191066
834,1472878
834,1811543
834,11648261
834,2227371
835,10337453
836,4201106
837,18007532
838,226113
839,7039746
839,6783129
839,6870698
839,7039742
839,17072247
839,6773432
839,6631750
840,280352
841,200362
842,1531433
842,268604
842,342999
842,60223
842,84145
842,187500
842,247093
842,73093
843,3548256
844,23019029
845,16878
846,15791085
846,28686887
846,18079501
846,15791459
847,18585282
847,15873076
847,17729031
847,17333426
847,18003300
848,49741
849,1128670
849,248584
849,141757
849,671719
849,25321
849,540489
849,100476
850,828387
850,112343
850,5015
850,142050
850,4830
851,209497
851,231990
852,56140
853,5582295
854,297815
855,835458
856,6939939
857,60930
858,28747
859,1333320
859,9335564
860,10082035
861,372490
862,40940157
862,12991188
862,9443405
863,12890
864,8041873
864,7325821
865,23719469
866,23601046
866,23282249
867,18464362
867,18952341
868,23909755
868,24997064
869,23346335
870,35724645
871,22718705
872,35575184
873,68093
874,7877549
874,7958702
874,8492825
874,9415957
875,291112
876,4277998
877,23267873
877,32905343
877,32828538
877,32738765
878,17253180
879,19246471
880,30731416
880,34051960
881,36443315
882,40893
883,1832623
884,6063110
884,6629359
885,13759
885,1
885,28195
885,59264
885,24767
885,266607
885,428036
885,295107
886,147210
887,593031
888,15817031
889,17249189
890,6692041
891,18599572
892,46201
893,15670
893,438190
893,52640
894,22609391
894,25570870
894,22212838
894,23287193
895,31409135
895,30649795
895,33413128
895,28374007
895,24921954
896,2498668
897,84777
898,6973755
899,588066
900,59830
901,3546298
902,287022
902,3710
902,77866
902,103345
903,13538702
903,551094
904,7336615
904,6856867
905,6293900
905,8603232
906,26150770
907,7914611
908,22020598
909,2202230
909,2637138
909,133765
910,593038
911,177076
912,15781726
913,335140
914,15730340
915,15790886
915,12043771
916,17131869
917,124918
917,33626292
918,776489
919,17408897
919,20922826
919,23305614
919,22910900
920,2099048
921,17910054
922,43982054
923,764270
924,4143
925,31357
925,104342
926,846616
927,2043100
928,6420553
929,5139218
930,6420652
931,6908412
931,7200982
931,9364112
932,10131648
932,9335839
932,9628743
933,773858
934,11515328
935,15729392
936,1720440
937,6177287
938,17562900
939,7686395
939,23929479
940,23270216
941,32920226
942,45211809
943,38330854
944,71679
945,443633
946,69930
946,2176
946,36004
946,56674
947,1629727
947,2834214
948,1038269
948,137559
948,831842
949,8144743
950,42048
950,39518
950,385706
951,7469664
951,7904429
951,7517343
951,6911529
951,6672183
951,7131445
951,7095422
952,6218007
953,1102322
954,1158380
954,29556103
954,28862
955,16099325
956,15811505
957,9452338
957,10335308
957,39291659
958,768496
959,8518644
960,9658159
960,9545064
960,9923372
960,10032672
960,8546358
960,8949352
960,10059498
961,47619
962,8526585
963,12678461
964,5896014
964,6277757
964,9473008
964,3118349
965,595405
966,6240223
966,6681830
966,3064985
967,18301663
967,17981276
967,17901769
967,17938354
968,40651862
969,13642663
970,56096
971,7607918
972,34403860
973,417501
974,27161156
975,32497573
975,23532871
975,29772863
975,33161035
976,33606119
977,154091
977,218571
977,61915
977,7968
978,159903
979,448114
979,37347
980,92325
981,3920295
982,13239822
982,19549841
983,16069783
984,13628812
984,15795628
985,606935
985,457557
986,1795353
987,776137
988,98645
989,7821828
990,62012
991,3559
992,659759
993,32351
994,539282
995,11797368
996,26114127
997,27163019
998,251446
999,10873
999,2403024
999,70401
1000,174764
1001,80642
1002,790319
1002,1962363
1002,4745993
1002,339339
1002,187812
1002,213647
1002,201114
1002,110535
1003,104080
1003,81075
1003,703
1004,6532610
1005,24875
1005,137491
1006,11924352
1007,17934463
1007,17834904
1007,20454672
1007,18114060
1007,18209454
1007,19101283
1008,16060716
1009,18594594
1009,18467815
1010,766319
1010,52560
1010,11564
1010,662597
1011,510632
1012,116054
1013,5711912
1014,20604826
1014,18579774
1015,25739
1015,54996
1015,7896558
1015,761156
1016,321357
1016,672961
1017,17707634
1018,155238
1019,9711714
1019,23551138
1019,10710505
1020,15790837
1021,925
1022,52263433
1022,19561922
1023,229491
1024,218573
1025,164434
1026,77954
1026,12738
1027,321578
1028,4637888
1029,114170
1029,1019541
1030,107773
1031,13562049
1031,11866694
1031,13722902
1031,13586743
1031,11447921
1031,13152998
1032,428035
1033,319388
1034,7779696
1034,6422680
1034,7284508
1034,7099273
1034,8099187
1034,7770554
1034,8649656
1035,18068100
1035,13018503
1035,16006945
1036,89526
1037,18689810
1037,18049017
1037,14059024
1037,20706320
1037,20578940
1037,17667561
1037,18172465
1038,16045144
1039,33832945
1040,13374
1040,614168
1041,88880
1042,23931
1042,8698485
1042,14185
1043,89195
1044,117842
1045,63109
1046,420849
1046,313159
1046,1003985
1046,51738
1046,13929
1046,1663664
1046,332624
1047,12002819
1047,12326644
1047,13330603
1047,12547098
1047,12160906
1047,13056159
1047,13094197
1047,12266595
1047,12959233
1047,13623012
1047,11734251
1047,13127599
1048,38333
1049,348537
1050,207984
1050,220968
1050,32255
1051,10803806
1051,8887365
1052,110397
1052,268598
1052,73090
1052,420738
1052,180426
1052,107776
1053,22501028
1053,22543699
1053,22822858
1054,20821299
1055,25785993
1056,146064
1056,7445
1057,105648
1058,6449551
1058,3522419
1059,840278
1060,151740
1061,25785761
1061,25578408
1061,28251377
1062,57736
